,Series Name,Description,Frequency,Start,End
15609,FU713123005.A,Monetary authority; checkable deposits due to the federal government; liability,A,12-31-1946,12-31-2014
15610,FU713123005.Q,Monetary authority; checkable deposits due to the federal government; liability,Q,12-31-1946,06-30-2015
15611,FU713123023.A,Monetary authority; Treasury cash holdings; liability,A,12-31-1946,12-31-2014
15612,FU713123023.Q,Monetary authority; Treasury cash holdings; liability,Q,12-31-1946,06-30-2015
15613,FU713123030.A,Monetary authority; deposits in Treasury general deposit account; liability,A,12-31-1946,12-31-2014
15614,FU713123030.Q,Monetary authority; deposits in Treasury general deposit account; liability,Q,12-31-1946,06-30-2015
15615,FR753069603.Q,Foreign banking offices in the U.S.; bankers' acceptances; asset,Q,12-31-1946,06-30-2015
15616,FR753069703.A,Foreign banking offices in the U.S.; customers' liability on acceptances; asset,A,12-31-1946,12-31-2014
15617,FR753069703.Q,Foreign banking offices in the U.S.; customers' liability on acceptances; asset,Q,12-31-1946,06-30-2015
15618,FR753092605.A,"Foreign banking offices in the U.S., including IBFs; interbank transactions due from foreign affiliates; asset",A,12-31-1946,12-31-2014
15619,FR753092605.Q,"Foreign banking offices in the U.S., including IBFs; interbank transactions due from foreign affiliates; asset",Q,12-31-1946,06-30-2015
15620,FR753093005.A,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets",A,12-31-1946,12-31-2014
15621,FR753093005.Q,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets",Q,12-31-1946,06-30-2015
15622,FR753122603.A,Foreign banking offices in the U.S.; checkable deposits due to rest of the world; liability,A,12-31-1946,12-31-2014
15623,FR753122603.Q,Foreign banking offices in the U.S.; checkable deposits due to rest of the world; liability,Q,12-31-1946,06-30-2015
15624,FR753127005.A,Foreign banking offices in the U.S.; checkable deposits; liability,A,12-31-1946,12-31-2014
15625,FR753127005.Q,Foreign banking offices in the U.S.; checkable deposits; liability,Q,12-31-1946,06-30-2015
15626,FR753129205.A,Foreign banking offices in the U.S.; checkable deposits due to private domestic sectors; liability,A,12-31-1946,12-31-2014
15627,FR753129205.Q,Foreign banking offices in the U.S.; checkable deposits due to private domestic sectors; liability,Q,12-31-1946,06-30-2015
15628,FR753131005.A,Foreign banking offices in the U.S.; small time and savings deposits; liability,A,12-31-1946,12-31-2014
15629,FU713123043.A,Monetary authority; deposits in Treasury temporary supplementary financing account; liability,A,12-31-1946,12-31-2014
15630,FU713123043.Q,Monetary authority; deposits in Treasury temporary supplementary financing account; liability,Q,12-31-1946,06-30-2015
15631,FU713124003.A,Monetary authority; checkable deposits due to government-sponsored enterprises; liability,A,12-31-1946,12-31-2014
15632,FU713124003.Q,Monetary authority; checkable deposits due to government-sponsored enterprises; liability,Q,12-31-1946,06-30-2015
15633,FU713125005.A,Monetary authority; currency outside banks; liability,A,12-31-1946,12-31-2014
15634,FU713125005.Q,Monetary authority; currency outside banks; liability,Q,12-31-1946,06-30-2015
15635,FU713130205.A,Monetary authority; Other deposits including time and savings deposits; liabilty (IMA),A,12-31-1946,12-31-2014
15636,FU713130205.Q,Monetary authority; Other deposits including time and savings deposits; liabilty (IMA),Q,12-31-1946,06-30-2015
15637,FU713164003.A,Monetary authority; Federal Reserve bank stock; liability,A,12-31-1946,12-31-2014
15638,FU713164003.Q,Monetary authority; Federal Reserve bank stock; liability,Q,12-31-1946,06-30-2015
15639,FU713190005.A,Monetary authority; total miscellaneous liabilities,A,12-31-1946,12-31-2014
15640,FU713190005.Q,Monetary authority; total miscellaneous liabilities,Q,12-31-1946,06-30-2015
15641,FU713193005.A,Monetary authority; unidentified miscellaneous liabilities,A,12-31-1946,12-31-2014
15642,FU713193005.Q,Monetary authority; unidentified miscellaneous liabilities,Q,12-31-1946,06-30-2015
15643,FU714000005.A,Monetary authority; total currency and deposits; asset,A,12-31-1946,12-31-2014
15644,FU544041005.Q,Life insurance companies; short-term loans including repurchase agreements; asset,Q,12-31-1946,06-30-2015
15645,FU544090005.A,Life insurance companies; total financial assets ,A,12-31-1946,12-31-2014
15646,FU544090005.Q,Life insurance companies; total financial assets ,Q,12-31-1946,06-30-2015
15647,FU544090075.A,"Life insurance companies, general accounts; total financial assets ",A,12-31-1946,12-31-2014
15648,FU544090075.Q,"Life insurance companies, general accounts; total financial assets ",Q,12-31-1946,06-30-2015
15649,FU544090085.A,"Life insurance companies, separate accounts; total financial assets ",A,12-31-1946,12-31-2014
15650,FU544090085.Q,"Life insurance companies, separate accounts; total financial assets ",Q,12-31-1946,06-30-2015
15651,FU544141005.A,Life insurance companies; short-term loans including security repurchase agreements; liability,A,12-31-1946,12-31-2014
15652,FU544141005.Q,Life insurance companies; short-term loans including security repurchase agreements; liability,Q,12-31-1946,06-30-2015
15653,FU544190005.A,Life insurance companies; total liabilities ,A,12-31-1946,12-31-2014
15654,FU544190005.Q,Life insurance companies; total liabilities ,Q,12-31-1946,06-30-2015
15655,FU544190075.A,"Life insurance companies, general accounts; total liabilities ",A,12-31-1946,12-31-2014
15656,FU544190075.Q,"Life insurance companies, general accounts; total liabilities ",Q,12-31-1946,06-30-2015
15657,FU544190085.A,"Life insurance companies, separate accounts; total liabilities ",A,12-31-1946,12-31-2014
15658,FU544190085.Q,"Life insurance companies, separate accounts; total liabilities ",Q,12-31-1946,06-30-2015
15659,FU363070005.Q,General government; trade receivables; asset,Q,12-31-1946,06-30-2015
15660,FU363078005.A,General government; taxes receivable; asset,A,12-31-1946,12-31-2014
15661,FU363078005.Q,General government; taxes receivable; asset,Q,12-31-1946,06-30-2015
15662,FU363081005.A,General government; equity and investment fund shares; asset (IMA),A,12-31-1946,12-31-2014
15663,FU363081005.Q,General government; equity and investment fund shares; asset (IMA),Q,12-31-1946,06-30-2015
15664,FU363081115.A,General government; other equity; asset (IMA) ,A,12-31-1946,12-31-2014
15665,FU363081115.Q,General government; other equity; asset (IMA) ,Q,12-31-1946,06-30-2015
15666,FU363090005.A,General government; total miscellaneous assets,A,12-31-1946,12-31-2014
15667,FU363090005.Q,General government; total miscellaneous assets,Q,12-31-1946,06-30-2015
15668,FU363096005.A,General government; other accounts receivable; asset (IMA),A,12-31-1946,12-31-2014
15669,FU363096005.Q,General government; other accounts receivable; asset (IMA),Q,12-31-1946,06-30-2015
15670,FU363096105.A,General government; miscellaneous and taxes receivable; asset (IMA),A,12-31-1946,12-31-2014
15671,FU363096105.Q,General government; miscellaneous and taxes receivable; asset (IMA),Q,12-31-1946,06-30-2015
15672,FU363150005.A,General government; pension entitlements; liability,A,12-31-1946,12-31-2014
15673,FU363150005.Q,General government; pension entitlements; liability,Q,12-31-1946,06-30-2015
15674,FU363152005.A,"General government; insurance, pension and standardized guarantee schemes; liability ",A,12-31-1946,12-31-2014
15675,FU545000005.A,Life insurance companies; net lending (+) or borrowing (-) (financial account),A,12-31-1946,12-31-2014
15676,FU545000005.Q,Life insurance companies; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,06-30-2015
15677,FU545013005.A,"Life insurance companies; gross fixed investment, nonresidential structures, equipment, and intellectual property products",A,12-31-1946,12-31-2014
15678,FU545013005.Q,"Life insurance companies; gross fixed investment, nonresidential structures, equipment, and intellectual property products",Q,12-31-1946,06-30-2015
15679,FU546000105.A,Life insurance companies; gross saving including foreign earnings retained abroad,A,12-31-1946,12-31-2014
15680,FU546000105.Q,Life insurance companies; gross saving including foreign earnings retained abroad,Q,12-31-1946,06-30-2015
15681,FU547005005.A,Life insurance companies; sector discrepancy,A,12-31-1946,12-31-2014
15682,FU547005005.Q,Life insurance companies; sector discrepancy,Q,12-31-1946,06-30-2015
15683,FU553061103.A,Closed-end funds; Treasury securities; asset,A,12-31-1946,12-31-2014
15684,FU553061103.Q,Closed-end funds; Treasury securities; asset,Q,12-31-1946,06-30-2015
15685,FU553062003.A,Closed-end funds; municipal securities; asset,A,12-31-1946,12-31-2014
15686,FU553062003.Q,Closed-end funds; municipal securities; asset,Q,12-31-1946,06-30-2015
15687,FU553063003.A,Closed-end funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
15688,FU553063003.Q,Closed-end funds; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
15689,FU553064103.A,Closed-end funds; corporate equities; asset,A,12-31-1946,12-31-2014
15690,FA383034005.A,Domestic nonfinancial sectors; money market mutual fund shares; asset,A,12-31-1946,12-31-2014
15691,FA383034005.Q,Domestic nonfinancial sectors; money market mutual fund shares; asset,Q,12-31-1946,06-30-2015
15692,FA383061105.A,Domestic nonfinancial sectors; Treasury securities; asset,A,12-31-1946,12-31-2014
15693,FA383061105.Q,Domestic nonfinancial sectors; Treasury securities; asset,Q,12-31-1946,06-30-2015
15694,FA383061705.A,Domestic nonfinancial sectors; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2014
15695,FA383061705.Q,Domestic nonfinancial sectors; agency- and GSE-backed securities; asset,Q,12-31-1946,06-30-2015
15696,FA383062005.A,Domestic nonfinancial sectors; municipal securities; asset,A,12-31-1946,12-31-2014
15697,FA383062005.Q,Domestic nonfinancial sectors; municipal securities; asset,Q,12-31-1946,06-30-2015
15698,FA383063005.A,Domestic nonfinancial sectors; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
15699,FA383063005.Q,Domestic nonfinancial sectors; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
15700,FA383064105.A,Domestic nonfinancial sectors; corporate equities; asset,A,12-31-1946,12-31-2014
15701,FA383064105.Q,Domestic nonfinancial sectors; corporate equities; asset,Q,12-31-1946,06-30-2015
15702,FA383064205.A,Domestic nonfinancial sectors; mutual fund shares; asset,A,12-31-1946,12-31-2014
15703,FA383064205.Q,Domestic nonfinancial sectors; mutual fund shares; asset,Q,12-31-1946,06-30-2015
15704,FA383065005.A,Domestic nonfinancial sectors; total mortgages; asset,A,12-31-1946,12-31-2014
15705,FA383065005.Q,Domestic nonfinancial sectors; total mortgages; asset,Q,12-31-1946,06-30-2015
15706,FR753131005.Q,Foreign banking offices in the U.S.; small time and savings deposits; liability,Q,12-31-1946,06-30-2015
15707,FR753135005.A,"Foreign banking offices in the U.S., including IBFs; large time deposits, excluding nontransaction deposits due to depository institutions in the U.S.; liability",A,12-31-1946,12-31-2014
15708,FR753135005.Q,"Foreign banking offices in the U.S., including IBFs; large time deposits, excluding nontransaction deposits due to depository institutions in the U.S.; liability",Q,12-31-1946,06-30-2015
15709,FR753169603.A,Foreign banking offices in the U.S.; bankers' acceptances; liability,A,12-31-1946,12-31-2014
15710,FR753169603.Q,Foreign banking offices in the U.S.; bankers' acceptances; liability,Q,12-31-1946,06-30-2015
15711,FR753190005.A,Foreign banking offices in the U.S.; total miscellaneous liabilities,A,12-31-1946,12-31-2014
15712,FR753190005.Q,Foreign banking offices in the U.S.; total miscellaneous liabilities,Q,12-31-1946,06-30-2015
15713,FR753192003.A,Foreign banking offices in the U.S.; foreign direct investment in the U.S.; liability,A,12-31-1946,12-31-2014
15714,FR753192003.Q,Foreign banking offices in the U.S.; foreign direct investment in the U.S.; liability,Q,12-31-1946,06-30-2015
15715,FR753192605.A,"Foreign banking offices in the U.S., including IBFs; interbank transactions due to foreign affiliates; liability",A,12-31-1946,12-31-2014
15716,FR753192605.Q,"Foreign banking offices in the U.S., including IBFs; interbank transactions due to foreign affiliates; liability",Q,12-31-1946,06-30-2015
15717,FR753193005.A,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous liability",A,12-31-1946,12-31-2014
15718,FR753193005.Q,"Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous liability",Q,12-31-1946,06-30-2015
15719,FR223065545.Q,State and local government employee defined benefit retirement funds; commercial mortgages; asset,Q,12-31-1946,06-30-2015
15720,FR223065643.A,State and local government employee defined benefit retirement funds; farm mortgages; asset,A,12-31-1946,12-31-2014
15721,FR223065643.Q,State and local government employee defined benefit retirement funds; farm mortgages; asset,Q,12-31-1946,06-30-2015
15722,FR223069105.A,State and local government employee retirement funds; commercial paper; asset,A,12-31-1946,12-31-2014
15723,FR223069105.Q,State and local government employee retirement funds; commercial paper; asset,Q,12-31-1946,06-30-2015
15724,FR223069143.A,State and local government employee defined benefit retirement funds; commercial paper; asset,A,12-31-1946,12-31-2014
15725,FR223069143.Q,State and local government employee defined benefit retirement funds; commercial paper; asset,Q,12-31-1946,06-30-2015
